"DateObserved","HourObserved","LocalTimeZone","ReportingArea","StateCode","Latitude","Longitude","ParameterName","AQI","CategoryNumber","CategoryName"
"2017-05-03 ","0","EST","Winchester","VA","39.15","-78.15","PM2.5","16","1","Good"
"2017-05-04 ","0","EST","Winchester","VA","39.15","-78.15","OZONE","48","1","Good"
"2017-05-04 ","0","EST","Winchester","VA","39.15","-78.15","PM2.5","21","1","Good"
"2017-05-05 ","0","EST","Winchester","VA","39.15","-78.15","OZONE","44","1","Good"
"2017-05-05 ","0","EST","Winchester","VA","39.15","-78.15","PM2.5","9","1","Good"
"2017-05-06 ","0","EST","Winchester","VA","39.15","-78.15","OZONE","36","1","Good"
"2017-05-06 ","0","EST","Winchester","VA","39.15","-78.15","PM2.5","6","1","Good"
"2017-05-07 ","0","EST","Winchester","VA","39.15","-78.15","OZONE","44","1","Good"
"2017-05-07 ","0","EST","Winchester","VA","39.15","-78.15","PM2.5","13","1","Good"
"2017-05-08 ","0","EST","Winchester","VA","39.15","-78.15","OZONE","58","2","Moderate"
"2017-05-08 ","0","EST","Winchester","VA","39.15","-78.15","PM2.5","16","1","Good"
"2017-05-09 ","0","EST","Winchester","VA","39.15","-78.15","OZONE","84","2","Moderate"
"2017-05-09 ","0","EST","Winchester","VA","39.15","-78.15","PM2.5","22","1","Good"
"2017-05-10 ","0","EST","Winchester","VA","39.15","-78.15","OZONE","87","2","Moderate"
"2017-05-10 ","0","EST","Winchester","VA","39.15","-78.15","PM2.5","34","1","Good"
"2017-05-11 ","0","EST","Winchester","VA","39.15","-78.15","OZONE","41","1","Good"
"2017-05-11 ","0","EST","Winchester","VA","39.15","-78.15","PM2.5","29","1","Good"
"2017-05-12 ","0","EST","Winchester","VA","39.15","-78.15","OZONE","31","1","Good"
"2017-05-12 ","0","EST","Winchester","VA","39.15","-78.15","PM2.5","23","1","Good"
"2017-05-13 ","0","EST","Winchester","VA","39.15","-78.15","OZONE","37","1","Good"
"2017-05-13 ","0","EST","Winchester","VA","39.15","-78.15","PM2.5","8","1","Good"
"2017-05-14 ","0","EST","Winchester","VA","39.15","-78.15","OZONE","61","2","Moderate"
"2017-05-14 ","0","EST","Winchester","VA","39.15","-78.15","PM2.5","22","1","Good"
"2017-05-15 ","0","EST","Winchester","VA","39.15","-78.15","OZONE","47","1","Good"
"2017-05-15 ","0","EST","Winchester","VA","39.15","-78.15","PM2.5","7","1","Good"
"2017-05-16 ","0","EST","Winchester","VA","39.15","-78.15","OZONE","84","2","Moderate"
"2017-05-16 ","0","EST","Winchester","VA","39.15","-78.15","PM2.5","24","1","Good"
"2017-05-17 ","0","EST","Winchester","VA","39.15","-78.15","OZONE","87","2","Moderate"
"2017-05-17 ","0","EST","Winchester","VA","39.15","-78.15","PM2.5","53","2","Moderate"
"2017-05-18 ","0","EST","Winchester","VA","39.15","-78.15","OZONE","47","1","Good"
"2017-05-18 ","0","EST","Winchester","VA","39.15","-78.15","PM2.5","40","1","Good"
"2017-05-19 ","0","EST","Winchester","VA","39.15","-78.15","OZONE","42","1","Good"
"2017-05-19 ","0","EST","Winchester","VA","39.15","-78.15","PM2.5","36","1","Good"
"2017-05-20 ","0","EST","Winchester","VA","39.15","-78.15","OZONE","32","1","Good"
"2017-05-20 ","0","EST","Winchester","VA","39.15","-78.15","PM2.5","29","1","Good"
"2017-05-21 ","0","EST","Winchester","VA","39.15","-78.15","OZONE","40","1","Good"
"2017-05-21 ","0","EST","Winchester","VA","39.15","-78.15","PM2.5","29","1","Good"
"2017-05-22 ","0","EST","Winchester","VA","39.15","-78.15","OZONE","43","1","Good"
"2017-05-22 ","0","EST","Winchester","VA","39.15","-78.15","PM2.5","25","1","Good"
"2017-05-23 ","0","EST","Winchester","VA","39.15","-78.15","OZONE","43","1","Good"
"2017-05-23 ","0","EST","Winchester","VA","39.15","-78.15","PM2.5","28","1","Good"
"2017-05-24 ","0","EST","Winchester","VA","39.15","-78.15","OZONE","43","1","Good"
"2017-05-24 ","0","EST","Winchester","VA","39.15","-78.15","PM2.5","26","1","Good"
"2017-05-25 ","0","EST","Winchester","VA","39.15","-78.15","OZONE","40","1","Good"
"2017-05-25 ","0","EST","Winchester","VA","39.15","-78.15","PM2.5","7","1","Good"
"2017-05-26 ","0","EST","Winchester","VA","39.15","-78.15","OZONE","40","1","Good"
"2017-05-26 ","0","EST","Winchester","VA","39.15","-78.15","PM2.5","20","1","Good"
"2017-05-27 ","0","EST","Winchester","VA","39.15","-78.15","OZONE","32","1","Good"
"2017-05-27 ","0","EST","Winchester","VA","39.15","-78.15","PM2.5","37","1","Good"
"2017-05-28 ","0","EST","Winchester","VA","39.15","-78.15","OZONE","39","1","Good"
"2017-05-28 ","0","EST","Winchester","VA","39.15","-78.15","PM2.5","34","1","Good"
